market,broker_group,broker_column,broker_grouping_mode,n_reports,ARR,MDR,CR,SR,WR,source_signature
ChiNext,0,broker_size,proxy,271,1.0085821908804138,0.17465777122693377,5.774619610655386,2.547405954488064,0.5166051660516605,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,11,broker_size,proxy,174,0.5468850758079404,0.3255774653001766,1.6797387230216383,1.4333630423375137,0.4482758620689655,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,14,broker_size,proxy,276,1.9616939238302682,0.1434253689288579,13.677454264059177,4.441870127478704,0.5289855072463768,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,16,broker_size,proxy,152,-0.2350294011208447,0.2027762219854126,-1.159057994175236,-0.4352666683978697,0.506578947368421,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,21,broker_size,proxy,201,0.4638458474793705,0.29832934956763435,1.5548113122346745,1.2161365741111076,0.472636815920398,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,22,broker_size,proxy,101,0.33859415718964536,0.2170521827660045,1.5599666074525063,1.0652825923900802,0.5643564356435643,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,23,broker_size,proxy,406,0.6653866463705762,0.2914196762736662,2.283259163824358,1.7562924012979009,0.4876847290640394,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,27,broker_size,proxy,524,0.5525260064753974,0.32961391840465154,1.6762823886492777,1.509570209177112,0.5477099236641222,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,29,broker_size,proxy,160,-0.24572143470324337,0.3235543057172604,-0.759444180965307,-0.303172027115902,0.5125,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,32,broker_size,proxy,129,0.7916059393969137,0.19688895597984107,4.020570556928364,1.9825205840262217,0.5116279069767442,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,33,broker_size,proxy,318,0.7377755588421253,0.5734697500037068,1.2865117276671636,1.7598777568296833,0.4528301886792453,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,35,broker_size,proxy,139,-0.16067303486474116,0.2622040641151689,-0.6127785829977377,-0.4097833708724622,0.4748201438848921,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
ChiNext,36,broker_size,proxy,125,1.6206344829986778,0.20769960590140663,7.802780732130904,3.8357569883367866,0.52,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
